employee_id,manager_id,grade,hire_date,exit_date,tenure_days,event_observed
E00564,M0153,2,2023-09-27,,1070,0
E00565,M0129,1,2025-08-11,,386,0
E00566,M0022,3,2023-08-19,,1109,0
E00567,M0048,2,2024-08-06,,756,0
E00568,M0178,3,2023-07-24,,1135,0
E00569,M0055,1,2023-05-07,,1213,0
E00570,M0048,4,2022-07-31,,1493,0
E00571,M0095,4,2022-10-31,2024-01-15,441,1
E00572,M0148,2,2022-07-16,2024-10-01,808,1
E00573,M0066,1,2022-07-30,2025-04-26,1001,1
E00574,M0131,3,2022-09-10,2023-05-24,256,1
E00575,M0102,2,2024-08-27,,735,0
E00576,M0168,2,2025-02-12,2025-04-28,75,1
E00577,M0001,1,2024-10-06,2025-04-12,188,1
E00578,M0146,2,2024-10-27,2026-02-13,474,1
E00579,M0075,4,2024-12-08,,632,0
E00580,M0014,1,2025-05-09,2026-07-19,436,1
E00581,M0045,1,2022-08-11,2025-06-02,1026,1
E00582,M0176,2,2022-05-13,,1572,0
E00583,M0059,1,2023-12-09,,997,0
E00584,M0128,2,2026-08-15,,17,0
E00585,M0081,2,2026-04-17,,137,0
E00586,M0172,2,2023-03-16,,1265,0
E00587,M0163,3,2023-09-18,2024-07-14,300,1
E00588,M0126,2,2023-01-09,,1331,0
E00589,M0086,1,2026-07-25,,38,0
E00590,M0110,2,2021-10-16,,1781,0
E00591,M0156,1,2025-10-28,2026-05-08,192,1
E00592,M0111,5,2026-05-27,2026-05-29,2,1
E00593,M0154,2,2023-04-27,,1223,0
E00594,M0098,1,2023-01-28,2025-02-05,739,1
E00595,M0087,1,2025-06-09,,449,0
E00596,M0106,5,2023-07-10,2024-08-28,415,1
E00597,M0102,3,2023-05-07,,1213,0
E00598,M0026,2,2024-11-09,,661,0
E00599,M0149,2,2023-07-19,,1140,0
E00600,M0038,2,2022-07-11,2023-09-01,417,1
E00601,M0150,4,2023-10-09,2024-05-19,223,1
E00602,M0158,3,2022-03-10,2023-12-10,640,1
E00603,M0079,3,2024-12-26,2024-12-26,0,1
E00604,M0066,1,2022-09-16,2024-07-29,682,1
E00605,M0125,2,2023-12-05,2025-06-08,551,1
E00606,M0044,1,2025-04-17,,502,0
E00607,M0150,5,2022-06-15,2022-10-09,116,1
E00608,M0145,3,2023-11-04,,1032,0
E00609,M0121,4,2022-01-30,,1675,0
E00610,M0173,2,2026-07-24,,39,0
E00611,M0006,5,2025-04-04,2026-04-23,384,1
E00612,M0014,2,2025-08-23,,374,0
E00613,M0098,4,2022-07-25,,1499,0
E00614,M0147,5,2025-03-24,,526,0
E00615,M0092,1,2026-02-18,2026-07-17,149,1
E00616,M0162,2,2023-12-04,,1002,0
E00617,M0125,2,2023-03-08,,1273,0
E00618,M0090,3,2024-04-12,2025-01-31,294,1
E00619,M0123,2,2022-01-27,2023-10-09,620,1
E00620,M0109,4,2022-10-03,2025-10-12,1105,1
E00621,M0087,1,2023-04-14,2023-08-17,125,1
E00622,M0002,1,2025-11-28,2026-03-02,94,1
E00623,M0089,1,2022-12-22,2026-04-02,1197,1
E00624,M0145,1,2025-12-28,,247,0
E00625,M0122,1,2024-10-21,2025-11-15,390,1
E00626,M0008,3,2024-11-11,,659,0
E00627,M0041,1,2023-11-15,2024-01-22,68,1
E00628,M0094,2,2026-01-27,,217,0
E00629,M0150,3,2026-04-09,,145,0
E00630,M0160,1,2024-02-10,,934,0
E00631,M0045,1,2023-08-02,,1126,0
E00632,M0058,1,2025-05-16,,473,0
E00633,M0076,3,2021-12-06,,1730,0
E00634,M0075,1,2024-03-27,2025-10-14,566,1
E00635,M0127,2,2024-03-22,,893,0
E00636,M0106,2,2024-07-05,2026-04-14,648,1
E00637,M0043,2,2024-05-02,,852,0
E00638,M0175,3,2026-05-15,,109,0
E00639,M0031,1,2022-12-14,,1357,0
E00640,M0119,2,2026-07-02,,61,0
E00641,M0080,3,2025-03-21,,529,0
E00642,M0159,3,2023-08-12,2024-01-28,169,1
E00643,M0103,3,2024-08-17,2024-09-05,19,1
E00644,M0001,1,2024-07-25,2025-02-07,197,1
E00645,M0102,4,2025-05-13,2026-02-25,288,1
E00646,M0133,5,2025-01-27,2026-02-21,390,1
E00647,M0113,2,2023-05-14,,1206,0
E00648,M0043,3,2022-06-30,2024-02-28,608,1
E00649,M0073,2,2023-02-13,2024-02-24,376,1
E00650,M0012,4,2022-05-04,,1581,0
E00651,M0148,5,2023-07-26,2025-11-08,836,1
E00652,M0095,2,2026-01-23,2026-08-16,205,1
E00653,M0100,4,2025-03-31,2025-05-30,60,1
E00654,M0069,4,2024-09-19,2026-07-23,672,1
E00655,M0152,5,2025-06-05,2026-03-25,293,1
E00656,M0052,1,2022-08-13,,1480,0
E00657,M0026,3,2026-04-26,,128,0
E00658,M0171,1,2026-08-01,,31,0
E00659,M0060,1,2024-06-07,,816,0
E00660,M0088,1,2023-02-06,2026-06-27,1237,1
E00661,M0023,1,2022-01-01,,1704,0
E00662,M0016,3,2022-12-08,,1363,0
E00663,M0125,5,2025-02-19,2025-08-20,182,1
E00664,M0146,2,2026-07-12,,51,0
E00665,M0034,5,2022-12-24,2023-01-13,20,1
E00666,M0105,3,2023-01-19,2025-10-03,988,1
E00667,M0160,4,2024-01-02,2024-03-28,86,1
E00668,M0049,3,2024-10-13,,688,0
E00669,M0089,2,2022-09-06,,1456,0
E00670,M0173,1,2023-09-17,,1080,0
E00671,M0121,3,2023-11-25,,1011,0
E00672,M0159,3,2026-05-12,,112,0
E00673,M0028,5,2026-03-23,,162,0
E00674,M0041,1,2024-07-02,,791,0
E00675,M0075,1,2026-08-30,,2,0
E00676,M0041,1,2026-09-01,,0,0
E00677,M0001,4,2023-01-24,,1316,0
E00678,M0056,1,2025-08-24,2026-01-01,130,1
E00679,M0170,1,2022-04-11,2023-03-10,333,1
E00680,M0006,1,2023-12-06,,1000,0
E00681,M0163,1,2025-04-02,,517,0
E00682,M0119,1,2023-06-27,,1162,0
E00683,M0087,2,2022-12-13,,1358,0
E00684,M0144,3,2025-10-30,,306,0
E00685,M0137,2,2023-08-23,2024-07-11,323,1
E00686,M0143,2,2024-12-29,2025-02-06,39,1
E00687,M0005,3,2024-08-26,,736,0
E00688,M0029,4,2024-06-05,2025-02-19,259,1
E00689,M0105,2,2022-07-19,,1505,0
E00690,M0138,3,2025-05-07,,482,0
E00691,M0047,3,2023-03-17,2024-03-11,360,1
E00692,M0058,2,2023-12-29,2024-03-27,89,1
E00693,M0176,1,2022-02-27,2024-10-12,958,1
E00694,M0126,3,2021-11-07,,1759,0
E00695,M0176,3,2025-07-19,2025-08-24,36,1
E00696,M0109,2,2022-09-25,2022-10-26,31,1
E00697,M0015,2,2022-07-17,,1507,0
E00698,M0101,3,2023-09-12,2026-07-19,1041,1
E00699,M0074,3,2022-04-19,,1596,0
E00700,M0051,3,2022-07-01,2022-12-01,153,1
E00701,M0175,3,2023-02-17,,1292,0
E00702,M0054,3,2023-12-02,2025-06-26,572,1
E00703,M0054,1,2025-11-22,,283,0
E00704,M0101,2,2026-04-02,,152,0
E00705,M0049,3,2022-06-21,,1533,0
E00706,M0055,2,2025-09-09,2025-11-14,66,1
E00707,M0147,5,2023-09-08,2024-07-08,304,1
E00708,M0177,1,2025-11-01,,304,0
E00709,M0120,1,2024-04-11,2024-08-07,118,1
E00710,M0018,4,2022-07-07,2023-06-02,330,1
E00711,M0163,3,2023-09-14,2023-12-13,90,1
E00712,M0166,2,2024-09-09,2026-02-04,513,1
E00713,M0029,4,2023-07-03,2024-06-09,342,1
E00714,M0178,2,2023-04-22,2023-06-27,66,1
E00715,M0020,1,2024-08-22,,740,0
E00716,M0003,2,2021-11-16,2025-01-21,1162,1
E00717,M0123,1,2024-07-13,2024-09-08,57,1
E00718,M0163,2,2026-06-30,,63,0
E00719,M0093,4,2026-06-22,,71,0
E00720,M0031,2,2022-12-27,2023-01-22,26,1
E00721,M0014,2,2024-04-03,,881,0
E00722,M0111,3,2022-02-23,2022-12-27,307,1
E00723,M0166,3,2025-11-29,2025-12-16,17,1
E00724,M0094,2,2023-06-21,,1168,0
E00725,M0119,5,2023-05-31,,1189,0
E00726,M0000,3,2022-08-17,2022-09-19,33,1
E00727,M0047,3,2024-09-20,,711,0
E00728,M0172,1,2024-11-29,,641,0
E00729,M0178,2,2022-03-31,,1615,0
E00730,M0154,1,2024-10-19,2024-11-07,19,1
E00731,M0150,5,2025-06-27,,431,0
E00732,M0043,3,2024-12-06,,634,0
E00733,M0161,1,2023-06-24,2024-01-23,213,1
E00734,M0032,1,2024-08-08,,754,0
E00735,M0159,1,2025-03-02,2025-03-06,4,1
E00736,M0126,2,2022-08-28,2025-09-21,1120,1
E00737,M0038,1,2024-10-02,2024-12-22,81,1
E00738,M0150,2,2021-10-01,2022-05-12,223,1
E00739,M0143,2,2026-02-13,,200,0
E00740,M0013,3,2024-03-11,2024-03-13,2,1
E00741,M0014,3,2026-06-11,,82,0
E00742,M0066,2,2024-01-23,2024-09-07,228,1
E00743,M0000,2,2025-11-13,,292,0
E00744,M0097,2,2025-01-18,,591,0
E00745,M0129,2,2025-12-19,,256,0
E00746,M0052,1,2021-09-14,,1813,0
E00747,M0071,4,2025-10-29,,307,0
E00748,M0083,1,2025-07-21,2025-08-06,16,1
E00749,M0005,4,2023-04-23,2025-03-21,698,1
E00750,M0093,1,2023-08-16,,1112,0
E00751,M0009,2,2023-11-14,,1022,0
E00752,M0012,2,2025-10-21,,315,0
E00753,M0071,1,2025-10-21,,315,0
E00754,M0025,2,2022-04-11,2022-12-18,251,1
E00755,M0091,5,2023-08-14,2024-07-07,328,1
E00756,M0129,2,2025-01-28,2026-02-13,381,1
E00757,M0128,5,2026-07-08,,55,0
E00758,M0011,2,2022-04-21,2025-04-04,1079,1
E00759,M0176,5,2022-07-11,,1513,0
E00760,M0125,2,2022-11-25,2023-07-09,226,1
E00761,M0046,2,2022-08-02,,1491,0
E00762,M0051,1,2024-05-17,2026-01-25,618,1
E00763,M0000,4,2022-07-07,2023-06-10,338,1
E00764,M0016,1,2022-10-22,2022-11-11,20,1
E00765,M0161,4,2021-10-23,,1774,0
E00766,M0032,1,2025-07-30,,398,0
E00767,M0049,1,2025-08-22,,375,0
E00768,M0149,4,2025-02-18,,560,0
E00769,M0024,1,2022-11-23,2022-12-10,17,1
E00770,M0122,1,2024-12-25,2025-06-05,162,1
E00771,M0045,1,2024-05-14,,840,0
E00772,M0094,1,2025-12-27,2026-02-20,55,1
E00773,M0016,1,2022-06-10,,1544,0
E00774,M0104,2,2026-04-07,,147,0
E00775,M0117,4,2025-09-20,,346,0
E00776,M0138,2,2023-01-05,2023-12-15,344,1
E00777,M0164,2,2026-02-04,,209,0
E00778,M0114,2,2022-02-09,2026-07-30,1632,1
E00779,M0075,3,2023-11-06,2024-08-28,296,1
E00780,M0068,4,2024-12-29,2025-01-09,11,1
E00781,M0081,1,2022-06-08,,1546,0
E00782,M0082,4,2026-02-20,,193,0
E00783,M0169,4,2025-05-15,2026-04-26,346,1
E00784,M0070,4,2026-06-20,,73,0
E00785,M0028,2,2024-01-08,,967,0
E00786,M0100,3,2025-08-29,,368,0
E00787,M0009,3,2026-03-20,,165,0
E00788,M0169,3,2022-06-09,2024-07-31,783,1
E00789,M0018,2,2023-02-04,,1305,0
E00790,M0162,2,2024-12-24,,616,0
E00791,M0143,2,2023-07-19,,1140,0
E00792,M0055,2,2026-02-11,,202,0
E00793,M0123,3,2024-03-05,2025-08-06,519,1
E00794,M0170,1,2025-05-21,2025-09-11,113,1
E00795,M0161,3,2022-03-15,2024-11-12,973,1
E00796,M0166,2,2022-05-02,,1583,0
E00797,M0047,2,2021-11-07,,1759,0
E00798,M0079,2,2024-06-05,,818,0
E00799,M0156,1,2025-01-14,,595,0
E00800,M0103,1,2025-01-26,2026-07-08,528,1
E00801,M0170,1,2026-01-22,,222,0
E00802,M0172,4,2022-01-04,,1701,0
E00803,M0041,2,2025-12-22,,253,0
E00804,M0008,4,2025-05-31,,458,0
E00805,M0023,1,2021-10-23,,1774,0
E00806,M0127,2,2024-02-20,2024-10-16,239,1
E00807,M0081,2,2025-10-16,,320,0
E00808,M0104,1,2026-02-21,,192,0
E00809,M0093,4,2022-10-24,2025-03-08,866,1
E00810,M0051,5,2025-09-22,,344,0
E00811,M0036,5,2021-11-14,,1752,0
E00812,M0125,4,2024-03-25,,890,0
E00813,M0045,1,2021-11-11,,1755,0
E00814,M0155,2,2024-12-04,2026-08-05,609,1
E00815,M0052,4,2024-04-28,,856,0
E00816,M0091,1,2022-02-17,2024-06-15,849,1
E00817,M0163,4,2024-01-06,,969,0
E00818,M0087,1,2025-04-09,,510,0
E00819,M0128,2,2025-05-13,,476,0
E00820,M0074,2,2025-07-30,,398,0
E00821,M0017,1,2024-12-29,2025-07-26,209,1
E00822,M0159,2,2026-06-29,,64,0
E00823,M0154,3,2025-08-14,2025-11-11,89,1
E00824,M0001,5,2025-11-15,2025-11-17,2,1
E00825,M0107,1,2023-06-21,2023-09-19,90,1
E00826,M0039,2,2024-02-10,2025-12-28,687,1
E00827,M0073,4,2024-11-30,2025-03-30,120,1
E00828,M0104,1,2026-04-02,,152,0
E00829,M0082,3,2025-11-22,,283,0
E00830,M0107,1,2022-04-11,2022-11-22,225,1
E00831,M0050,2,2025-11-22,,283,0
E00832,M0056,2,2024-09-04,2024-09-05,1,1
E00833,M0017,2,2025-05-15,,474,0
E00834,M0047,3,2024-09-21,,710,0
E00835,M0035,2,2024-01-06,2025-02-04,395,1
E00836,M0147,1,2025-01-07,,602,0
E00837,M0063,4,2022-01-07,,1698,0
E00838,M0028,1,2024-05-31,2026-01-25,604,1
E00839,M0145,2,2021-11-17,2022-02-13,88,1
E00840,M0160,4,2023-06-19,,1170,0
E00841,M0076,1,2025-09-09,,357,0
E00842,M0015,2,2026-06-27,,66,0
E00843,M0170,2,2024-07-15,2024-12-16,154,1
E00844,M0051,5,2023-05-18,2025-06-24,768,1
E00845,M0104,1,2026-08-05,,27,0
E00846,M0131,4,2024-09-17,2025-03-27,191,1
E00847,M0026,1,2026-04-20,,134,0
E00848,M0149,2,2022-10-19,2022-12-21,63,1
E00849,M0117,1,2025-01-09,,600,0
E00850,M0052,1,2021-10-28,,1769,0
E00851,M0094,4,2024-05-16,,838,0
E00852,M0149,1,2022-01-05,2025-04-19,1200,1
E00853,M0039,3,2023-06-21,2026-03-12,995,1
E00854,M0060,1,2025-03-02,,548,0
E00855,M0026,3,2023-10-13,,1054,0
E00856,M0123,2,2024-06-09,2024-07-09,30,1
E00857,M0072,3,2023-03-17,2024-04-19,399,1
E00858,M0034,1,2025-04-10,2025-04-27,17,1
E00859,M0174,2,2025-04-16,,503,0
E00860,M0029,2,2025-03-03,2025-11-28,270,1
E00861,M0107,4,2022-07-25,2025-02-01,922,1
E00862,M0059,2,2024-09-08,,723,0
E00863,M0003,4,2022-04-01,,1614,0
E00864,M0169,3,2025-02-10,,568,0
E00865,M0012,2,2026-02-04,,209,0
E00866,M0099,1,2026-03-27,,158,0
E00867,M0016,1,2025-06-15,2026-04-30,319,1
E00868,M0043,3,2025-11-07,2025-12-06,29,1
E00869,M0023,1,2023-10-19,,1048,0
E00870,M0024,1,2024-11-01,2025-04-13,163,1
E00871,M0119,5,2026-06-04,,89,0
E00872,M0029,3,2023-03-18,,1263,0
E00873,M0173,2,2023-12-25,,981,0
E00874,M0052,2,2022-12-23,,1348,0
E00875,M0009,2,2023-04-20,2023-11-05,199,1
E00876,M0019,1,2025-12-11,,264,0
E00877,M0140,4,2026-02-16,,197,0
E00878,M0102,4,2025-06-24,,434,0
E00879,M0031,1,2022-03-06,,1640,0
E00880,M0055,5,2022-06-15,2025-04-07,1027,1
E00881,M0158,5,2025-04-02,2026-07-13,467,1
E00882,M0099,3,2022-06-26,,1528,0
E00883,M0123,1,2022-02-15,2022-03-01,14,1
E00884,M0149,2,2024-01-02,,973,0
E00885,M0113,4,2026-03-31,,154,0
E00886,M0016,3,2023-06-30,,1159,0
E00887,M0061,1,2022-10-03,2023-08-06,307,1
E00888,M0056,3,2025-01-01,,608,0
E00889,M0001,2,2025-02-13,2025-05-15,91,1
E00890,M0084,4,2023-12-10,2026-08-01,965,1
E00891,M0176,1,2024-10-28,,673,0
E00892,M0102,1,2023-11-18,,1018,0
E00893,M0089,5,2022-05-01,,1584,0
E00894,M0149,1,2021-10-12,,1785,0
E00895,M0050,3,2022-04-08,2022-09-27,172,1
E00896,M0026,2,2023-11-27,2024-04-04,129,1
E00897,M0149,3,2024-10-19,,682,0
E00898,M0065,2,2026-04-01,,153,0
E00899,M0091,1,2024-09-14,,717,0
E00900,M0154,1,2026-02-22,,191,0
E00901,M0037,3,2021-09-16,2022-07-02,289,1
E00902,M0140,1,2025-08-01,,396,0
E00903,M0106,2,2023-07-31,2024-12-02,490,1
E00904,M0046,4,2026-03-23,,162,0
E00905,M0178,2,2024-06-29,,794,0
E00906,M0045,3,2025-06-30,,428,0
E00907,M0009,2,2024-06-03,2024-11-24,174,1
E00908,M0089,1,2025-12-05,,270,0
E00909,M0164,1,2022-06-07,2025-06-02,1091,1
E00910,M0097,1,2022-04-07,2022-06-05,59,1
E00911,M0122,2,2022-06-05,2022-06-10,5,1
E00912,M0121,3,2025-06-16,2025-09-11,87,1
E00913,M0062,1,2022-11-11,,1390,0
E00914,M0025,2,2022-03-02,2025-02-08,1074,1
E00915,M0119,2,2023-08-10,2023-10-28,79,1
E00916,M0118,3,2022-07-07,2024-02-24,597,1
E00917,M0119,1,2022-12-20,,1351,0
E00918,M0106,2,2025-07-22,2025-08-12,21,1
E00919,M0133,1,2026-03-16,,169,0
E00920,M0057,4,2025-05-30,,459,0
E00921,M0153,1,2024-03-20,2024-04-09,20,1
E00922,M0034,1,2025-03-09,2025-11-06,242,1
E00923,M0101,1,2022-04-25,2022-06-09,45,1
E00924,M0042,1,2022-09-23,,1439,0
E00925,M0045,2,2022-07-11,2023-03-03,235,1
E00926,M0036,2,2024-02-03,,941,0
E00927,M0147,4,2024-01-03,,972,0
E00928,M0121,5,2023-07-29,2024-03-10,225,1
E00929,M0166,4,2022-04-16,2024-07-20,826,1
E00930,M0159,2,2023-06-21,,1168,0
E00931,M0095,1,2023-09-25,2024-03-30,187,1
E00932,M0147,1,2025-10-17,2025-12-03,47,1
E00933,M0164,3,2025-04-10,2026-05-22,407,1
E00934,M0077,2,2021-11-30,2023-03-20,475,1
E00935,M0016,1,2026-04-14,,140,0
E00936,M0020,2,2024-11-26,2026-04-14,504,1
E00937,M0177,2,2025-03-10,2025-03-12,2,1
E00938,M0061,4,2022-04-07,2023-05-09,397,1
E00939,M0021,1,2023-09-22,2023-11-25,64,1
E00940,M0130,2,2023-09-30,,1067,0
E00941,M0066,3,2025-01-31,,578,0
E00942,M0067,2,2024-02-14,,930,0
E00943,M0106,1,2025-07-18,,410,0
E00944,M0101,2,2025-01-24,2026-05-27,488,1
E00945,M0104,3,2022-03-09,,1637,0
E00946,M0039,1,2025-10-08,,328,0
E00947,M0004,1,2022-06-26,2024-02-02,586,1
E00948,M0064,1,2023-11-14,,1022,0
E00949,M0149,3,2026-05-18,,106,0
E00950,M0110,3,2022-02-08,2024-10-29,994,1
E00951,M0075,1,2024-08-03,,759,0
E00952,M0023,1,2024-05-19,2025-05-23,369,1
E00953,M0163,1,2025-12-15,2026-06-24,191,1
E00954,M0075,2,2023-01-15,,1325,0
E00955,M0122,1,2024-08-06,2024-08-06,0,1
E00956,M0170,3,2021-11-15,,1751,0
E00957,M0077,3,2026-01-18,,226,0
E00958,M0151,3,2026-06-08,,85,0
E00959,M0147,3,2025-12-25,,250,0
E00960,M0039,3,2024-02-28,2024-03-22,23,1
E00961,M0087,3,2025-05-04,,485,0
E00962,M0094,4,2022-06-09,,1545,0
E00963,M0091,4,2023-03-25,,1256,0
E00964,M0081,3,2025-10-09,,327,0
E00965,M0088,4,2024-04-15,2025-09-20,523,1
E00966,M0176,2,2026-01-16,,228,0
E00967,M0143,1,2022-03-09,2022-03-25,16,1
E00968,M0019,1,2024-06-09,2026-02-05,606,1
E00969,M0155,1,2023-06-29,,1160,0
E00970,M0114,3,2022-11-09,,1392,0
E00971,M0098,4,2026-01-07,,237,0
E00972,M0173,2,2024-09-05,,726,0
E00973,M0115,1,2023-03-22,,1259,0
E00974,M0170,2,2025-04-04,,515,0
E00975,M0179,2,2023-03-27,2025-05-02,767,1
E00976,M0011,2,2022-03-19,2023-11-01,592,1
E00977,M0149,2,2026-03-04,,181,0
E00978,M0113,1,2022-06-22,2026-07-02,1471,1
E00979,M0071,2,2025-06-29,,429,0
E00980,M0003,1,2024-03-03,,912,0
E00981,M0154,1,2025-01-15,,594,0
E00982,M0029,1,2023-10-14,,1053,0
E00983,M0162,4,2021-10-17,2024-06-19,976,1
E00984,M0121,3,2021-09-18,2025-02-13,1244,1
E00985,M0068,3,2026-05-26,,98,0
E00986,M0047,2,2026-07-17,,46,0
E00987,M0095,5,2025-04-03,,516,0
E00988,M0139,4,2024-05-05,,849,0
E00989,M0097,1,2022-09-01,,1461,0
E00990,M0177,2,2024-03-25,,890,0
E00991,M0103,2,2025-12-25,2026-04-13,109,1
E00992,M0172,2,2025-03-29,2025-08-05,129,1
E00993,M0016,2,2022-11-15,,1386,0
E00994,M0059,5,2026-01-18,,226,0
E00995,M0128,1,2022-10-24,,1408,0
E00996,M0179,3,2021-10-07,2022-03-07,151,1
E00997,M0045,2,2024-04-03,,881,0
E00998,M0106,2,2024-11-24,2025-04-17,144,1
E00999,M0077,3,2024-08-28,2026-08-25,727,1
E01000,M0062,1,2025-11-03,2026-02-26,115,1
E01001,M0021,2,2024-11-09,2025-01-09,61,1
E01002,M0140,3,2025-06-08,,450,0
E01003,M0165,4,2026-08-06,,26,0
E01004,M0026,1,2022-07-20,2023-09-22,429,1
E01005,M0078,2,2024-07-21,2024-09-22,63,1
E01006,M0146,4,2026-07-15,,48,0
E01007,M0123,2,2025-03-15,2025-07-04,111,1
E01008,M0102,1,2026-05-02,,122,0
E01009,M0070,1,2022-05-24,2025-10-02,1227,1
E01010,M0084,2,2023-08-13,2024-02-06,177,1
E01011,M0026,5,2023-10-12,2024-01-03,83,1
E01012,M0016,4,2024-11-29,,641,0
E01013,M0009,1,2024-01-02,2024-01-02,0,1
E01014,M0145,2,2023-12-13,2026-08-21,982,1
E01015,M0006,2,2021-09-30,2023-03-18,534,1
E01016,M0040,2,2022-07-19,2022-10-27,100,1
E01017,M0091,5,2022-04-19,,1596,0
E01018,M0156,2,2023-01-26,2023-09-21,238,1
E01019,M0155,4,2025-06-19,,439,0
E01020,M0090,1,2022-06-27,,1527,0
E01021,M0153,2,2023-07-07,,1152,0
E01022,M0045,4,2023-02-12,2023-02-20,8,1
E01023,M0149,2,2025-10-19,,317,0
E01024,M0050,5,2023-02-03,,1306,0
E01025,M0140,3,2023-08-27,,1101,0
E01026,M0133,2,2023-11-27,2024-04-23,148,1
E01027,M0156,3,2023-09-27,,1070,0
E01028,M0127,4,2025-09-12,,354,0
E01029,M0097,5,2026-08-05,,27,0
E01030,M0107,3,2025-08-04,,393,0
E01031,M0161,3,2023-05-18,2023-08-16,90,1
E01032,M0135,1,2025-02-03,,575,0
E01033,M0004,2,2023-09-05,2024-07-26,325,1
E01034,M0070,4,2021-10-01,2026-02-02,1585,1
E01035,M0052,2,2023-11-04,,1032,0
E01036,M0075,5,2023-07-02,,1157,0
E01037,M0002,1,2025-05-06,,483,0
E01038,M0108,3,2023-04-19,,1231,0
E01039,M0131,4,2023-07-04,2025-05-23,689,1
E01040,M0080,4,2026-02-20,,193,0
E01041,M0129,1,2024-06-03,,820,0
E01042,M0103,1,2024-01-07,,968,0
E01043,M0079,5,2025-01-26,,583,0
E01044,M0114,1,2025-03-22,2025-08-19,150,1
E01045,M0150,2,2025-11-28,2026-08-19,264,1
E01046,M0170,3,2022-01-30,2026-02-15,1477,1
E01047,M0098,1,2026-03-18,,167,0
E01048,M0087,1,2025-06-30,,428,0
E01049,M0143,1,2024-08-22,,740,0
E01050,M0106,1,2025-06-04,,454,0
E01051,M0057,3,2025-08-02,,395,0
E01052,M0089,4,2025-01-06,,603,0
E01053,M0154,1,2022-10-09,2023-08-24,319,1
E01054,M0002,2,2026-05-01,,123,0
E01055,M0008,1,2023-03-31,,1250,0
E01056,M0130,1,2022-09-03,,1459,0
E01057,M0024,1,2022-05-20,,1565,0
E01058,M0110,1,2021-11-11,2025-11-05,1455,1
E01059,M0170,1,2021-12-20,2023-07-23,580,1
E01060,M0053,4,2022-06-14,2023-09-03,446,1
E01061,M0075,2,2023-03-08,2025-03-13,736,1
E01062,M0057,3,2026-07-17,,46,0
E01063,M0088,1,2023-08-07,2024-03-24,230,1
E01064,M0083,1,2023-11-13,2023-12-04,21,1
E01065,M0134,1,2025-03-25,2025-04-23,29,1
E01066,M0087,3,2026-05-07,,117,0
E01067,M0099,3,2023-01-23,2025-02-04,743,1
E01068,M0019,2,2025-10-01,,335,0
E01069,M0107,4,2026-08-13,,19,0
E01070,M0065,2,2024-06-27,2025-03-13,259,1
E01071,M0013,3,2025-09-24,,342,0
E01072,M0083,4,2024-12-28,2025-06-08,162,1
E01073,M0059,1,2024-01-05,,970,0
E01074,M0175,1,2024-10-28,2026-07-12,622,1
E01075,M0144,4,2026-03-26,,159,0
E01076,M0142,3,2025-05-18,2026-02-23,281,1
E01077,M0075,2,2026-03-29,,156,0
E01078,M0071,1,2025-11-01,2026-02-01,92,1
E01079,M0077,1,2023-03-10,2024-05-08,425,1
E01080,M0134,2,2026-01-10,,234,0
E01081,M0130,2,2025-08-31,,366,0
E01082,M0041,3,2021-12-24,,1712,0
E01083,M0076,1,2026-06-27,2026-08-16,50,1
E01084,M0050,4,2023-03-13,2023-11-12,244,1
E01085,M0164,5,2025-07-28,2026-08-10,378,1
E01086,M0006,1,2023-04-15,2024-08-22,495,1
E01087,M0162,2,2022-04-04,2024-05-24,781,1
E01088,M0121,1,2024-01-29,,946,0
E01089,M0072,1,2021-11-14,2026-02-05,1544,1
E01090,M0006,2,2024-02-13,2024-09-22,222,1
E01091,M0095,1,2025-04-26,2026-08-30,491,1
E01092,M0114,4,2024-07-02,2025-10-21,476,1
E01093,M0070,4,2024-04-23,,861,0
E01094,M0101,1,2024-07-28,2024-12-25,150,1
E01095,M0156,3,2026-06-06,,87,0
E01096,M0143,1,2023-02-17,2025-10-27,983,1
E01097,M0123,3,2022-07-18,2024-01-30,561,1
E01098,M0164,2,2023-09-10,2023-11-03,54,1
E01099,M0051,3,2026-08-02,,30,0
E01100,M0164,2,2026-07-31,,32,0
E01101,M0049,3,2025-05-04,,485,0
E01102,M0119,5,2026-07-08,,55,0
E01103,M0085,2,2021-09-22,2022-08-18,330,1
E01104,M0177,3,2022-04-09,2023-02-16,313,1
E01105,M0178,3,2023-08-03,,1125,0
E01106,M0026,3,2022-11-07,2024-05-06,546,1
E01107,M0038,3,2024-02-07,2024-11-03,270,1
E01108,M0113,2,2025-08-09,2025-11-18,101,1
E01109,M0167,2,2023-01-03,,1337,0
E01110,M0050,1,2025-11-22,,283,0
E01111,M0086,3,2022-04-22,2025-02-19,1034,1
E01112,M0098,3,2023-11-17,2024-02-28,103,1
E01113,M0176,2,2021-12-27,2022-07-12,197,1
E01114,M0010,3,2025-07-04,,424,0
E01115,M0047,2,2024-01-04,,971,0
E01116,M0042,2,2025-04-23,,496,0
E01117,M0163,1,2023-11-25,2025-10-13,688,1
E01118,M0173,1,2023-12-27,,979,0
E01119,M0023,2,2025-07-19,,409,0
E01120,M0077,1,2024-12-08,,632,0
E01121,M0055,4,2021-12-14,,1722,0
E01122,M0095,1,2023-05-16,2024-01-29,258,1
E01123,M0000,2,2024-03-15,,900,0
